ID,program,agency,address,city,state,zip,district,phone,fax,tdd,email,web,duration,description,eligibility,days,hours,ages,fees,access,translation,computer,leadership,leadershipage,appdeadline,requirements,translator,bus,locations,bart,volunteer,logo,minage,contactemail,photo,download,contact,contactphone,password,user,approved,other,notes,provider,mapaddress,services
547,Kumon Center,,5438 1/2 Normandie Ave.,,CA,94619,,(510) 536-6284,,,,www.kumon.com,After School,"Kumon was started 50 years ago in Japan by Toru Kumon, a teacher and parent who wanted to help his son do better in school. The unique instructional method he created was so successful that his son was able to do calculus by the time he was in the sixth grade.

Kumon reading and math programs help children master those fundamental skills so important to their overall academic performance.

Our founder?s belief that every child possesses untapped abilities and the potential to excel remains central to our philosophy. In short, there?s nothing a child can?t do. 

The Kumon Method was developed to unlock the potential in every child. That?s our mission, and we?re accomplishing it every day at more than 1,400 Kumon Centers in North America alone.

With centers in 43 countries, Kumon has helped more students succeed worldwide than any other after-school program.",,vary,"vary, call for hours",,yes,,,Computer training provided,,,,,,,"Chinatown, E. Oakland, N. Oakland",,,,,,,,,,,,Yes,,DONE 051206,,5438 1/2 Normandie Ave.  94619,Education/Academic Support
548,Oakland Museum of California,,1000 Oak Street,Oakland,CA,94607,,(510) 238-2200,,,,www.museumca.org,Year Round,"The Oakland Museum of California provides unique collections, exhibitions and educational opportunities designed to generate a broader and deeper understanding of and interest in California's environment, history, art and people. Museum programs are responsive, accessible and meaningful to the public, including school children, teachers, scholars, the immediate Oakland community, and an increasingly diverse California population.",,"Wednesday-Saturday, Sunday","10:00am - 5:00pm, 12:00pm - 5:00pm",,"$5 for students (youth and adults, with valid ID) Children under the age of six are free",,,,,,,,,,,,,,,,,,,,,,Yes,,DONE per web 051206,,1000 Oak Street  94607,"Cultural/Arts, Education/Academic Support"
550,East Bay Leadership Foundation,,"1676 North California Blvd., Suite 200",,CA,94596,,(925) 974-9440,(925) 933-3060,,info@eblf.org,www.eblf.org,Year Round,The East Bay Leadership Foundation provides young people the means to escape poverty and pursue a college education. The foundation is comprised of business and civic leaders working to unite the greater East Bay and to celebrate the community service of the region's individual and corporate citizens.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676 North California Blvd.  94596,Education/Academic Support
551,Project YES - East Bay Conservation Corps,,1021 Third Street,Oakland,CA,94607,,(510) 992-7800,(510) 992-7950,,,www.ebcc-school.org,Year Round,"Project YES (Youth Engaged in Service) is a 
comprehensive school-based service learning program serving eight schools in the Oakland Unified School District (OUSD), and a new K-8 Charter School. Project YES participants engage in classroom service learning projects, after-school service clubs, and a six week summer service learning program.",,,,"0-5, 6-12, 13-18",No,,,,,,,,,,,,Yes,,,info@ebcc-school.org,,,,(510) 992-7800,,,,,DONE 051206,,1021 Third Street 94607,"Education/Academic Support, Employment/Job Readiness, Youth Leadership/Volunteer"
552,Oakland Success,,2101 35th Ave.,Oakland,CA,94601,,(510) 261-2025,(510) 879-4296,,tanya.avila@ousd.k12.ca.us,,After School,"Contact: Tanya Avila

Oakland SUCCESS provides oversight and support of extended day programs at 35 sites.  
These sites are part of a City Wide Initiative to serve Oakland youth after school hours.",,,,"6-12, 13-18",No,,,,,,,,,,,,,,,tanya.avila@ousd.k12.ca.us,,,Tanya Avila,(510) 261-2025,,,Yes,,DONE 051206 - also under Oakland Success,Oakland Unified School District,2101 35th Ave. 94601,"Education/Academic Support, Family Support/Counseling"
553,Kids-in-Kayaks/Jack London Aquatic Center,,115 Embarcadero,Oakland,CA,94606,,(510) 208-6060,(510) 208-6071,,director@jlac.org,www.jlac.org,"Fall, Spring, Summer","Contact: DeDe Birch

Jack London Aquatic Center provides a variety of programs for water sports enthusiasts through rowing, kayaking, and dragon boating.",,Monday-Friday,9am-4:00pm,13-18,,"Wheelchair access, Restrooms wheelchair accessible",English,,"Youth Advisory Committee, Internship",16+,,,,,,12th St. Oakland City Center,,,16+,director@jlac.org,,,"DeDe Birch, Director",(510) 208-6060,,,,,DONE - rec'd fax 042406 ka - also under Jack London,,115 Embarcadero  94606,"Athletics, Recreational/Social"
554,Cinnamon,,P.O. Box 27297,Oakland,CA,94602,,(510) 531-4740,,,,,"Fall, Spring",Strives to inspire and empower girls of color to realize their highest personal and professional aspirations.,commitment,,,,,,,,"Youth Board Membership, Youth Advisory Committee",15,,"referral, interview",,,,,Yes,,,info@cinnamongirl.org,,,Renee Richard-Smith,(510) 531-4740,,,Yes,,rec'd 0508 - DONE,,,"Cultural/Arts, Education/Academic Support, Health/Wellness, Leadership, Mentoring, Recreational/Social, Youth Leadership/Volunteer"
555,,East Bay Learning Disabilities Association,PO Box 5513,Berkeley,CA,94705,,(510) 433-7934,(510) 547-5306,,info@eastbaylda.org,http://www.eastbaylda.org,,,,,,,,,,,,,,,,,,,,,,,,,Shoshana,shoshana@eastbaylda.org,,,No,,,,,
556,pride,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Swimming,Office of Parks & Recreation,568 Bellevue Ave.,Oakland,CA,94610,Downtown,510-238-2196,510-238-7199,,jwheeler@oaklandnet.com,www.oaklandnet.com/parks,Year Round,"Special Programs:
Lifeguard Certification Course: For ages 15 and up.  Earn your Red Cross Lifeguard Certificate.  Courses offered spring and fall.

Junior Lifeguard Program: For youth ages 12 ? 15. Program goal is to train potential City of Oakland Lifeguards. Participants receive ongoing training in Basic and Emergency Water Skills, CPR and First Aid Skills. .

Adopt-A-Swimmer Program: This program provides a venue to ?adopt a swimmer? by donating dollars to subsidize costs of swimming lessons for qualifying Oakland residents.

Learn To Swim: Program provides lessons for beginners through advanced swimmers. Red Cross Levels 1-7. Classes offered for ages 6 months through adults.

Pool Rental:Lifeguard service & deposit required.  

Competitive Swim Team: Introductory class emphasizes the joy of the sport while maintaining an environment of cooperation, discipline, community and team spirt. Ages 6-18

Pools: Call for schedules
General Info: 238-2196
deFremery Pool: 1269 ? 18th Street 238-2205
Lions Pool: 3860 Hanly Road (Dimond Park) 482-7852
Fremont Pool:4550 Foothill Blvd 535-5614
Live Oak Pool: 1055 MacArthur Blvd 238-2292
Temescal Pool: 371 ? 45th Street 597-5013
Castlemont Pool:8601 MacArthur Blvd. 879-3642
McClymonds Pool: 2754 Myrtle 879-8050",,,,"0-5, 6-12, 13-18",,Wheelchair access,English,,,,,,,,,19th St. Oakland,,,,,,,,,,,,,,City of Oakland,,Recreational/Social
558,Boating,Office of Parks & Recreation,568 Bellevue Ave.,Oakland,CA,94610,Downtown,510-238-2196,510-238-7199,,driley@oaklandnet.com,www.oaklandnet.com/parks,,"Boating Summer Camps: Ages 7-18  With a strong focus on water safety and fun, campers learn basic boating skills and  teamwork on variety of watercraft.  

Sailing Camps: Ages 10-18  A stepping stone process where youth learn to sail on a variety of boats.  Starting with el toro dinghys on Lake Merritt to sleeping aboard a 30? keelboat at Angel Island to sailing an 82' schooner on the Bay. 

After School Learn to Sail: Grades 5-8  Basic Sailing skills are taught after school on select evening, both spring & fall.

Dinghy Sailing Classes:  Adults   Learn to safely sail small boats on Lake Merritt.  Topics include terminology boat handling, knots and sailing theory.  Classes held on weekends.

Keelboat Sailing: Adults Become certified through America Sailing Association to safetly sail and manage a keelboat up to 30? both as skipper and crew.  

Sailboat Club: Adults  With Coastal Cruising certification adults are permitted to join the club consisting of 8 keelboats kept on the Oakland/Alameda Estuary.  Annual membership provides unlimited use of the boats.

Sailboat Racing Team: Grades 8-12  Sailors take it to the next level learning race strategies, teamwork and racing rules.  Regatta participation is included.

Youth Dragonboating: Grades 9-12  On the water coaching teaches you proper paddling techniques while challenging yourself physically & mentally. Competitions held each season. 

Kayak 101: Ages 7 and up  Lessons highlights paddle strokes, launching / loading techniques, and PFD fittings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Boating,Office of Parks & Recreation,568 Bellevue Ave.,Oakland,CA,94610,Downtown,510-238-2196,510-238-7199,,driley@oaklandnet.com,www.oaklandnet.com/parks,Year Round,"Boating Summer Camps: Ages 7-18  With a strong focus on water safety and fun, campers learn basic boating skills and  teamwork on variety of watercraft.  

Sailing Camps: Ages 10-18  A stepping stone process where youth learn to sail on a variety of boats.  Starting with el toro dinghys on Lake Merritt to sleeping aboard a 30? keelboat at Angel Island to sailing an 82' schooner on the Bay. 

After School Learn to Sail: Grades 5-8  Basic Sailing skills are taught after school on select evening, both spring & fall.

Dinghy Sailing Classes:  Adults   Learn to safely sail small boats on Lake Merritt.  Topics include terminology boat handling, knots and sailing theory.  Classes held on weekends.

Keelboat Sailing: Adults Become certified through America Sailing Association to safetly sail and manage a keelboat up to 30? both as skipper and crew.  

Sailboat Club: Adults  With Coastal Cruising certification adults are permitted to join the club consisting of 8 keelboats kept on the Oakland/Alameda Estuary.  Annual membership provides unlimited use of the boats.

Sailboat Racing Team: Grades 8-12  Sailors take it to the next level learning race strategies, teamwork and racing rules.  Regatta participation is included.

Youth Dragonboating: Grades 9-12  On the water coaching teaches you proper paddling techniques while challenging yourself physically & mentally. Competitions held each season. 

Kayak 101: Ages 7 and up  Lessons highlights paddle strokes, launching / loading techniques, and PFD fittings.",,7 day / week,vary by season,"0-5, 6-12, 13-18",Variable - Scholarships available for Oakland youth,"Restrooms wheelchair accessible, Sign language interpreter upon request",English,,,,,,,,,19th St. Oakland,,,,driley@oaklandnet.com,lmbc3_IMG.JPG,,Dana Riley,510-238-2196,,,,,,,,Recreational/Social
560,,,,,CA,,,,,,,,After School,,,,,13-18,,,English,,Paid Positions,,,,No,,,,,,,,,,,,,,,,,Oakland Unified School District,,
561,Counseling and Consultations,"Nina Ghiselli, PsyD","1014 B Street,",Hayward,CA,94541,,510-538-4222,,,drghiselli@yahoo.com,www.drninag.com,Year Round,"Dr. Ghiselli offers counseling and psychotherapy services for children, teens and adults.  Therapy is usually focused on issues related to disability.  Dr. Ghiselli believes that children and adults with disabilities need to work from their strengths while accommodating their areas of challenge.  

Dr. Ghiselli sees clients for the following issues:

Self-esteem 
Managing ADHD 
Depression 
Anxiety 
Social Skills 
Just diagnosed with LD/ADHD 
Negotiating different systems (special education, institutional, work, etc..) 
Determining work accommodations 
Study Skills 
Shyness related to stuttering and other speech impairments 
Transition issues for teens 
Services offered include:

One time consultation
Individual therapy
Couples and family therapy 
Training on assistive technology (WYNN and Inspiration",,,,,,Wheelchair access,English,,,,,,No,,,Hayward Station,,,,,,,,,,,,,,Community-Based Agency,,Family Support/Counseling
562,Sexually Abused & Commercially Exploited Youth Program/Safe Place Alternative- SACEY/SPA PROGRAM,"MISSSEY, Inc",470 27th st. 1st floor,Oakland,CA,94612,,510-267-8847 or 267-8840,510-267-8849,,sarai@misssey.org,www.misssey.org,Year Round,"SACEY PROGRAM-The services have four main components: a specialized commercially sexually exploited child assessment, advocacy through-out the systems, education and long-term intensive case management.
The SPA- Drop-in center for commercially sexually exploited youth in transition and recovery in the city of Oakland.",Sexually exploited and sexually abused,Mon-Fri,9-6pm and after hours on call,"6-12, 13-18",none,"Wheelchair access, Restrooms wheelchair accessible, Sign language interpreter upon request, TDD phone number, Assisted listening devices","English, Spanish",Computer access provided,Youth Advisory Committee,15-18,none,initial referral and appoinment before dop-in basic,Contact agency,1 or 51,"Inside the Alameda County Family Justice Center-Between Telegraph and Broadway, across from the Fire Department",19th St. Oakland,Yes,,"16-17 school referral, 18+",sarai@misssey.org,,,"Sarai Theolinda Smith- Co founder of MISSSEY,Inc",510-267-8840,,,,,,Community-Based Agency,,"Education/Academic Support, Employment/Job Readiness, Family Support/Counseling, Health/Wellness, Leadership, Media Arts, Mentoring, Recreational/Social, Youth Leadership/Volunteer"
563,URKlmdZtsqUBCONSkf,mHbQTNUvlhdnjjjWOAZ,KrnbaATQBnHZRqGIQ,Berkeley,CA,,Elmhurst,rKJJsEXPIyYwzc,fJGZzVAiwXcpYcRRcN,syqVjcdvxgilNJXq,khztjx@mhhvzh.com,http://cqsbpwoxkotm.com/,,"Nvd7a5  <a href=""http://liexupxkaxio.com/"">liexupxkaxio</a>, [url=http://uhpkxyuuqwks.com/]uhpkxyuuqwks[/url], [link=http://ijozsptdrozv.com/]ijozsptdrozv[/link], http://ekcujwxnitwz.com/",bwLtNIgLVDYE,HKuvsWktxkzucuBH,LgtffbfmTLcibTbb,,qvOXEnmUZBYSUApFcD,Wheelchair access,English,,,tWBgsyTXWV,uDiBPnhhpGTZnjGLkr,yOUOenzJhGIlKGDG,,WZzdgXrwwBXR,DYKDNlAsljTpp,Glen Park,Yes,,mSflXzCBmZCpEbUSKK,khztjx@mhhvzh.com,,,KiGWLujOOET,urLCmdHONFyfllcFXiK,,,,"Nvd7a5  <a href=""http://liexupxkaxio.com/"">liexupxkaxio</a>, [url=http://uhpkxyuuqwks.com/]uhpkxyuuqwks[/url], [link=http://ijozsptdrozv.com/]ijozsptdrozv[/link], http://ekcujwxnitwz.com/","Nvd7a5  <a href=""http://liexupxkaxio.com/"">liexupxkaxio</a>, [url=http://uhpkxyuuqwks.com/]uhpkxyuuqwks[/url], [link=http://ijozsptdrozv.com/]ijozsptdrozv[/link], http://ekcujwxnitwz.com/",Oakland Unified School District,MUcSlaugodxTjwyfi,Athletics
